2025-11-20T21:48:46.049719 | travel_vlogs_157 | chunk 0 | prompt_tokens=1307, candidates_tokens=114, total_tokens=1421
2025-11-20T23:23:38.991286 | travel_vlogs_154 | chunk 2 | prompt_tokens=1407, candidates_tokens=151, total_tokens=1558
2025-11-20T23:23:56.032701 | travel_vlogs_154 | chunk 3 | prompt_tokens=1807, candidates_tokens=171, total_tokens=1978
2025-11-20T23:24:03.608899 | travel_vlogs_154 | chunk 4 | prompt_tokens=682, candidates_tokens=102, total_tokens=784
2025-11-20T23:24:11.780995 | travel_vlogs_154 | chunk 5 | prompt_tokens=1482, candidates_tokens=134, total_tokens=1616
2025-11-20T23:24:18.284819 | travel_vlogs_154 | chunk 6 | prompt_tokens=707, candidates_tokens=72, total_tokens=779
2025-11-20T23:24:21.783770 | travel_vlogs_154 | chunk 7 | prompt_tokens=357, candidates_tokens=66, total_tokens=423
2025-11-20T23:24:28.790859 | travel_vlogs_154 | chunk 8 | prompt_tokens=1357, candidates_tokens=137, total_tokens=1494
2025-11-20T23:24:35.091297 | travel_vlogs_154 | chunk 9 | prompt_tokens=507, candidates_tokens=78, total_tokens=585
2025-11-20T23:24:45.296698 | travel_vlogs_154 | chunk 10 | prompt_tokens=1707, candidates_tokens=195, total_tokens=1902
2025-11-20T23:24:50.358079 | travel_vlogs_164 | chunk 0 | prompt_tokens=857, candidates_tokens=92, total_tokens=949
2025-11-20T23:24:57.109719 | travel_vlogs_164 | chunk 1 | prompt_tokens=682, candidates_tokens=101, total_tokens=783
2025-11-20T23:25:02.210627 | travel_vlogs_164 | chunk 2 | prompt_tokens=307, candidates_tokens=54, total_tokens=361
2025-11-20T23:25:08.213944 | travel_vlogs_164 | chunk 3 | prompt_tokens=607, candidates_tokens=88, total_tokens=695
2025-11-20T23:25:19.108229 | travel_vlogs_164 | chunk 4 | prompt_tokens=1382, candidates_tokens=136, total_tokens=1518
2025-11-20T23:25:32.935092 | travel_vlogs_164 | chunk 5 | prompt_tokens=1907, candidates_tokens=203, total_tokens=2110
2025-11-20T23:25:41.351480 | travel_vlogs_164 | chunk 6 | prompt_tokens=507, candidates_tokens=92, total_tokens=599
2025-11-20T23:25:50.769542 | travel_vlogs_164 | chunk 7 | prompt_tokens=1432, candidates_tokens=174, total_tokens=1606
2025-11-20T23:25:54.580938 | travel_vlogs_164 | chunk 8 | prompt_tokens=357, candidates_tokens=47, total_tokens=404
2025-11-20T23:26:00.491486 | travel_vlogs_164 | chunk 9 | prompt_tokens=557, candidates_tokens=68, total_tokens=625
2025-11-20T23:26:08.029820 | travel_vlogs_164 | chunk 10 | prompt_tokens=1157, candidates_tokens=186, total_tokens=1343
2025-11-20T23:26:14.772677 | travel_vlogs_164 | chunk 11 | prompt_tokens=1257, candidates_tokens=117, total_tokens=1374
2025-11-20T23:26:32.900244 | travel_vlogs_164 | chunk 12 | prompt_tokens=1357, candidates_tokens=203, total_tokens=1560
2025-11-20T23:26:42.329704 | travel_vlogs_164 | chunk 13 | prompt_tokens=807, candidates_tokens=84, total_tokens=891
2025-11-20T23:26:48.108632 | travel_vlogs_164 | chunk 14 | prompt_tokens=307, candidates_tokens=51, total_tokens=358
2025-11-20T23:27:05.895058 | travel_vlogs_164 | chunk 15 | prompt_tokens=1907, candidates_tokens=145, total_tokens=2052
2025-11-20T23:27:24.488699 | travel_vlogs_164 | chunk 16 | prompt_tokens=1457, candidates_tokens=129, total_tokens=1586
2025-11-20T23:27:37.099272 | travel_vlogs_164 | chunk 17 | prompt_tokens=1707, candidates_tokens=142, total_tokens=1849
2025-11-20T23:27:46.377149 | travel_vlogs_51 | chunk 0 | prompt_tokens=932, candidates_tokens=120, total_tokens=1052
2025-11-20T23:27:57.807467 | travel_vlogs_51 | chunk 1 | prompt_tokens=1632, candidates_tokens=116, total_tokens=1748
2025-11-20T23:28:05.828047 | travel_vlogs_51 | chunk 2 | prompt_tokens=557, candidates_tokens=126, total_tokens=683
2025-11-20T23:28:15.586756 | travel_vlogs_51 | chunk 3 | prompt_tokens=1657, candidates_tokens=195, total_tokens=1852
2025-11-20T23:28:22.284822 | travel_vlogs_51 | chunk 4 | prompt_tokens=682, candidates_tokens=96, total_tokens=778
2025-11-20T23:28:42.442364 | travel_vlogs_51 | chunk 5 | prompt_tokens=1407, candidates_tokens=254, total_tokens=1661
2025-11-20T23:28:52.449781 | travel_vlogs_51 | chunk 6 | prompt_tokens=1132, candidates_tokens=182, total_tokens=1314
2025-11-20T23:29:05.175954 | travel_vlogs_51 | chunk 7 | prompt_tokens=2082, candidates_tokens=166, total_tokens=2248
2025-11-20T23:29:20.552625 | travel_vlogs_51 | chunk 8 | prompt_tokens=2332, candidates_tokens=178, total_tokens=2510
2025-11-20T23:29:25.569054 | travel_vlogs_51 | chunk 9 | prompt_tokens=557, candidates_tokens=104, total_tokens=661
2025-11-20T23:29:41.558671 | travel_vlogs_51 | chunk 10 | prompt_tokens=2857, candidates_tokens=201, total_tokens=3058
2025-11-20T23:29:50.908818 | travel_vlogs_51 | chunk 11 | prompt_tokens=1132, candidates_tokens=123, total_tokens=1255
2025-11-20T23:30:04.157262 | travel_vlogs_19 | chunk 0 | prompt_tokens=1907, candidates_tokens=106, total_tokens=2013
2025-11-20T23:30:13.533185 | travel_vlogs_19 | chunk 1 | prompt_tokens=1782, candidates_tokens=128, total_tokens=1910
2025-11-20T23:30:24.967195 | travel_vlogs_19 | chunk 2 | prompt_tokens=1932, candidates_tokens=149, total_tokens=2081
2025-11-20T23:30:38.003319 | travel_vlogs_19 | chunk 3 | prompt_tokens=1807, candidates_tokens=110, total_tokens=1917
2025-11-20T23:30:43.950187 | travel_vlogs_19 | chunk 4 | prompt_tokens=457, candidates_tokens=79, total_tokens=536
2025-11-20T23:30:54.130690 | travel_vlogs_19 | chunk 5 | prompt_tokens=1257, candidates_tokens=91, total_tokens=1348
2025-11-20T23:31:03.249817 | travel_vlogs_19 | chunk 6 | prompt_tokens=1332, candidates_tokens=83, total_tokens=1415
2025-11-20T23:31:10.033223 | travel_vlogs_19 | chunk 7 | prompt_tokens=757, candidates_tokens=73, total_tokens=830
2025-11-20T23:31:16.979158 | travel_vlogs_19 | chunk 8 | prompt_tokens=882, candidates_tokens=76, total_tokens=958
2025-11-20T23:31:21.774201 | travel_vlogs_19 | chunk 9 | prompt_tokens=507, candidates_tokens=58, total_tokens=565
2025-11-20T23:31:28.890358 | travel_vlogs_19 | chunk 10 | prompt_tokens=782, candidates_tokens=84, total_tokens=866
2025-11-20T23:31:34.746612 | travel_vlogs_19 | chunk 11 | prompt_tokens=507, candidates_tokens=76, total_tokens=583
2025-11-20T23:31:44.965570 | travel_vlogs_19 | chunk 12 | prompt_tokens=1607, candidates_tokens=113, total_tokens=1720
2025-11-20T23:32:00.903845 | travel_vlogs_19 | chunk 13 | prompt_tokens=2307, candidates_tokens=181, total_tokens=2488
2025-11-20T23:32:09.572845 | travel_vlogs_19 | chunk 14 | prompt_tokens=482, candidates_tokens=59, total_tokens=541
2025-11-20T23:32:18.264481 | travel_vlogs_142 | chunk 0 | prompt_tokens=1132, candidates_tokens=93, total_tokens=1225
2025-11-20T23:32:30.818861 | travel_vlogs_142 | chunk 1 | prompt_tokens=1632, candidates_tokens=106, total_tokens=1738
2025-11-20T23:32:41.674956 | travel_vlogs_142 | chunk 2 | prompt_tokens=1532, candidates_tokens=174, total_tokens=1706
2025-11-20T23:32:49.448743 | travel_vlogs_142 | chunk 3 | prompt_tokens=732, candidates_tokens=36, total_tokens=768
2025-11-20T23:32:59.096993 | travel_vlogs_142 | chunk 4 | prompt_tokens=857, candidates_tokens=100, total_tokens=957
2025-11-20T23:33:06.328741 | travel_vlogs_142 | chunk 5 | prompt_tokens=1107, candidates_tokens=53, total_tokens=1160
2025-11-20T23:33:16.680891 | travel_vlogs_142 | chunk 6 | prompt_tokens=1282, candidates_tokens=134, total_tokens=1416
2025-11-20T23:33:36.929563 | travel_vlogs_142 | chunk 7 | prompt_tokens=3807, candidates_tokens=135, total_tokens=3942
2025-11-20T23:33:46.759291 | travel_vlogs_142 | chunk 8 | prompt_tokens=3557, candidates_tokens=165, total_tokens=3722
2025-11-20T23:33:53.675111 | travel_vlogs_142 | chunk 9 | prompt_tokens=932, candidates_tokens=65, total_tokens=997
2025-11-20T23:34:05.595457 | travel_vlogs_27 | chunk 0 | prompt_tokens=2282, candidates_tokens=157, total_tokens=2439
2025-11-20T23:34:17.755829 | travel_vlogs_27 | chunk 1 | prompt_tokens=1832, candidates_tokens=111, total_tokens=1943
2025-11-20T23:34:23.052731 | travel_vlogs_27 | chunk 2 | prompt_tokens=457, candidates_tokens=48, total_tokens=505
2025-11-20T23:34:34.223839 | travel_vlogs_27 | chunk 3 | prompt_tokens=1807, candidates_tokens=104, total_tokens=1911
2025-11-20T23:34:40.150805 | travel_vlogs_27 | chunk 4 | prompt_tokens=782, candidates_tokens=84, total_tokens=866
2025-11-20T23:34:50.671988 | travel_vlogs_27 | chunk 5 | prompt_tokens=2307, candidates_tokens=169, total_tokens=2476
2025-11-20T23:35:01.064193 | travel_vlogs_27 | chunk 6 | prompt_tokens=1282, candidates_tokens=113, total_tokens=1395
2025-11-20T23:35:10.601858 | travel_vlogs_27 | chunk 7 | prompt_tokens=982, candidates_tokens=119, total_tokens=1101
2025-11-20T23:35:15.641058 | travel_vlogs_27 | chunk 8 | prompt_tokens=682, candidates_tokens=128, total_tokens=810
2025-11-20T23:35:22.739933 | travel_vlogs_27 | chunk 9 | prompt_tokens=1457, candidates_tokens=166, total_tokens=1623
2025-11-20T23:35:29.600420 | travel_vlogs_27 | chunk 10 | prompt_tokens=557, candidates_tokens=107, total_tokens=664
2025-11-20T23:35:33.092057 | travel_vlogs_86 | chunk 0 | prompt_tokens=632, candidates_tokens=74, total_tokens=706
2025-11-20T23:35:40.430085 | travel_vlogs_86 | chunk 1 | prompt_tokens=1132, candidates_tokens=97, total_tokens=1229
2025-11-20T23:35:45.660588 | travel_vlogs_86 | chunk 2 | prompt_tokens=482, candidates_tokens=77, total_tokens=559
2025-11-20T23:35:52.480568 | travel_vlogs_86 | chunk 3 | prompt_tokens=1157, candidates_tokens=99, total_tokens=1256
2025-11-20T23:35:58.175513 | travel_vlogs_86 | chunk 4 | prompt_tokens=507, candidates_tokens=74, total_tokens=581
2025-11-20T23:36:05.007345 | travel_vlogs_86 | chunk 5 | prompt_tokens=757, candidates_tokens=75, total_tokens=832
2025-11-20T23:36:12.787950 | travel_vlogs_86 | chunk 6 | prompt_tokens=1157, candidates_tokens=84, total_tokens=1241
2025-11-20T23:36:20.607411 | travel_vlogs_86 | chunk 7 | prompt_tokens=1157, candidates_tokens=69, total_tokens=1226
2025-11-20T23:36:27.676809 | travel_vlogs_86 | chunk 8 | prompt_tokens=632, candidates_tokens=89, total_tokens=721
2025-11-20T23:36:33.473751 | travel_vlogs_86 | chunk 9 | prompt_tokens=707, candidates_tokens=87, total_tokens=794
2025-11-20T23:36:40.703656 | travel_vlogs_86 | chunk 10 | prompt_tokens=1432, candidates_tokens=73, total_tokens=1505
2025-11-20T23:36:47.342107 | travel_vlogs_86 | chunk 11 | prompt_tokens=882, candidates_tokens=112, total_tokens=994
2025-11-20T23:36:52.339063 | travel_vlogs_86 | chunk 12 | prompt_tokens=507, candidates_tokens=61, total_tokens=568
2025-11-20T23:36:59.172221 | travel_vlogs_86 | chunk 13 | prompt_tokens=832, candidates_tokens=80, total_tokens=912
2025-11-20T23:37:04.474659 | travel_vlogs_86 | chunk 14 | prompt_tokens=682, candidates_tokens=87, total_tokens=769
2025-11-20T23:37:09.688023 | travel_vlogs_86 | chunk 15 | prompt_tokens=1007, candidates_tokens=99, total_tokens=1106
2025-11-20T23:37:22.897690 | travel_vlogs_86 | chunk 16 | prompt_tokens=3357, candidates_tokens=110, total_tokens=3467
2025-11-20T23:37:30.142374 | travel_vlogs_32 | chunk 0 | prompt_tokens=832, candidates_tokens=80, total_tokens=912
2025-11-20T23:37:37.839880 | travel_vlogs_32 | chunk 1 | prompt_tokens=1082, candidates_tokens=72, total_tokens=1154
2025-11-20T23:37:43.971839 | travel_vlogs_32 | chunk 2 | prompt_tokens=1007, candidates_tokens=63, total_tokens=1070
2025-11-20T23:37:58.113774 | travel_vlogs_32 | chunk 3 | prompt_tokens=1832, candidates_tokens=104, total_tokens=1936
2025-11-20T23:38:07.879710 | travel_vlogs_32 | chunk 4 | prompt_tokens=1282, candidates_tokens=135, total_tokens=1417
2025-11-20T23:38:14.464171 | travel_vlogs_32 | chunk 5 | prompt_tokens=882, candidates_tokens=58, total_tokens=940
2025-11-20T23:38:22.003520 | travel_vlogs_32 | chunk 6 | prompt_tokens=957, candidates_tokens=101, total_tokens=1058
2025-11-20T23:38:35.028609 | travel_vlogs_32 | chunk 7 | prompt_tokens=982, candidates_tokens=95, total_tokens=1077
2025-11-20T23:38:47.697203 | travel_vlogs_32 | chunk 8 | prompt_tokens=732, candidates_tokens=64, total_tokens=796
2025-11-20T23:38:55.670618 | travel_vlogs_32 | chunk 9 | prompt_tokens=1382, candidates_tokens=115, total_tokens=1497
2025-11-20T23:39:00.141193 | travel_vlogs_32 | chunk 10 | prompt_tokens=357, candidates_tokens=70, total_tokens=427
2025-11-20T23:39:08.860396 | travel_vlogs_32 | chunk 11 | prompt_tokens=1207, candidates_tokens=100, total_tokens=1307
2025-11-20T23:39:16.945049 | travel_vlogs_32 | chunk 12 | prompt_tokens=1332, candidates_tokens=81, total_tokens=1413
2025-11-20T23:39:25.307761 | travel_vlogs_208 | chunk 0 | prompt_tokens=1207, candidates_tokens=121, total_tokens=1328
2025-11-20T23:39:33.227501 | travel_vlogs_208 | chunk 1 | prompt_tokens=1182, candidates_tokens=111, total_tokens=1293
2025-11-20T23:39:42.436103 | travel_vlogs_208 | chunk 2 | prompt_tokens=1157, candidates_tokens=111, total_tokens=1268
2025-11-20T23:39:46.775131 | travel_vlogs_208 | chunk 3 | prompt_tokens=732, candidates_tokens=61, total_tokens=793
2025-11-20T23:39:51.098932 | travel_vlogs_208 | chunk 4 | prompt_tokens=807, candidates_tokens=83, total_tokens=890
2025-11-20T23:40:02.778088 | travel_vlogs_208 | chunk 5 | prompt_tokens=1607, candidates_tokens=97, total_tokens=1704
2025-11-20T23:40:15.302233 | travel_vlogs_208 | chunk 6 | prompt_tokens=4407, candidates_tokens=123, total_tokens=4530
2025-11-20T23:40:32.137566 | travel_vlogs_208 | chunk 7 | prompt_tokens=2207, candidates_tokens=87, total_tokens=2294
2025-11-20T23:40:36.041291 | travel_vlogs_208 | chunk 8 | prompt_tokens=207, candidates_tokens=26, total_tokens=233
2025-11-20T23:40:45.821923 | travel_vlogs_208 | chunk 9 | prompt_tokens=1582, candidates_tokens=88, total_tokens=1670
2025-11-20T23:40:58.208305 | travel_vlogs_208 | chunk 10 | prompt_tokens=707, candidates_tokens=63, total_tokens=770
2025-11-20T23:41:13.592078 | travel_vlogs_208 | chunk 11 | prompt_tokens=1482, candidates_tokens=94, total_tokens=1576
