2025-11-21T00:42:35.485436 | travel_vlogs_213 | chunk 0 | prompt_tokens=5223, candidates_tokens=216, total_tokens=5439
2025-11-21T02:15:56.845800 | travel_vlogs_224 | chunk 7 | prompt_tokens=10292, candidates_tokens=215, total_tokens=10507
2025-11-21T02:16:08.994119 | travel_vlogs_224 | chunk 8 | prompt_tokens=15569, candidates_tokens=180, total_tokens=15749
2025-11-21T02:16:21.518812 | travel_vlogs_224 | chunk 9 | prompt_tokens=10783, candidates_tokens=244, total_tokens=11027
2025-11-21T02:16:30.134188 | travel_vlogs_224 | chunk 10 | prompt_tokens=7928, candidates_tokens=206, total_tokens=8134
2025-11-21T02:16:41.858326 | travel_vlogs_224 | chunk 11 | prompt_tokens=7928, candidates_tokens=159, total_tokens=8087
2025-11-21T02:16:53.585288 | travel_vlogs_224 | chunk 12 | prompt_tokens=9468, candidates_tokens=234, total_tokens=9702
2025-11-21T02:17:12.351876 | travel_vlogs_224 | chunk 13 | prompt_tokens=22744, candidates_tokens=301, total_tokens=23045
2025-11-21T02:17:19.692553 | travel_vlogs_77 | chunk 0 | prompt_tokens=4016, candidates_tokens=210, total_tokens=4226
2025-11-21T02:17:26.349226 | travel_vlogs_77 | chunk 1 | prompt_tokens=6796, candidates_tokens=176, total_tokens=6972
2025-11-21T02:17:48.085349 | travel_vlogs_77 | chunk 2 | prompt_tokens=35146, candidates_tokens=233, total_tokens=35379
2025-11-21T02:17:52.617655 | travel_vlogs_77 | chunk 3 | prompt_tokens=387, candidates_tokens=83, total_tokens=470
2025-11-21T02:18:05.437762 | travel_vlogs_77 | chunk 4 | prompt_tokens=15003, candidates_tokens=257, total_tokens=15260
2025-11-21T02:18:18.186700 | travel_vlogs_77 | chunk 5 | prompt_tokens=20197, candidates_tokens=173, total_tokens=20370
2025-11-21T02:18:27.203046 | travel_vlogs_77 | chunk 6 | prompt_tokens=6280, candidates_tokens=168, total_tokens=6448
2025-11-21T02:18:34.021494 | travel_vlogs_77 | chunk 7 | prompt_tokens=1985, candidates_tokens=177, total_tokens=2162
2025-11-21T02:18:41.517386 | travel_vlogs_77 | chunk 8 | prompt_tokens=4274, candidates_tokens=189, total_tokens=4463
2025-11-21T02:18:52.831944 | travel_vlogs_77 | chunk 9 | prompt_tokens=18524, candidates_tokens=202, total_tokens=18726
2025-11-21T02:19:04.590879 | travel_vlogs_120 | chunk 0 | prompt_tokens=12298, candidates_tokens=170, total_tokens=12468
2025-11-21T02:19:20.185519 | travel_vlogs_120 | chunk 1 | prompt_tokens=19348, candidates_tokens=309, total_tokens=19657
2025-11-21T02:19:34.947390 | travel_vlogs_120 | chunk 2 | prompt_tokens=14770, candidates_tokens=183, total_tokens=14953
2025-11-21T02:19:42.380844 | travel_vlogs_120 | chunk 3 | prompt_tokens=8286, candidates_tokens=225, total_tokens=8511
2025-11-21T02:19:50.014354 | travel_vlogs_120 | chunk 4 | prompt_tokens=7412, candidates_tokens=188, total_tokens=7600
2025-11-21T02:20:12.492040 | travel_vlogs_120 | chunk 5 | prompt_tokens=31492, candidates_tokens=244, total_tokens=31736
2025-11-21T02:20:20.618436 | travel_vlogs_120 | chunk 6 | prompt_tokens=8727, candidates_tokens=187, total_tokens=8914
2025-11-21T02:20:30.072467 | travel_vlogs_120 | chunk 7 | prompt_tokens=10400, candidates_tokens=165, total_tokens=10565
2025-11-21T02:20:36.738523 | travel_vlogs_120 | chunk 8 | prompt_tokens=5972, candidates_tokens=151, total_tokens=6123
2025-11-21T02:20:51.442185 | travel_vlogs_208 | chunk 0 | prompt_tokens=12273, candidates_tokens=174, total_tokens=12447
2025-11-21T02:21:03.739272 | travel_vlogs_208 | chunk 1 | prompt_tokens=10142, candidates_tokens=206, total_tokens=10348
2025-11-21T02:21:16.466777 | travel_vlogs_208 | chunk 2 | prompt_tokens=11399, candidates_tokens=171, total_tokens=11570
2025-11-21T02:21:28.925683 | travel_vlogs_208 | chunk 3 | prompt_tokens=5664, candidates_tokens=157, total_tokens=5821
2025-11-21T02:21:36.499934 | travel_vlogs_208 | chunk 4 | prompt_tokens=6821, candidates_tokens=158, total_tokens=6979
2025-11-21T02:21:50.636070 | travel_vlogs_208 | chunk 5 | prompt_tokens=15927, candidates_tokens=422, total_tokens=16349
2025-11-21T02:22:15.587921 | travel_vlogs_208 | chunk 6 | prompt_tokens=47598, candidates_tokens=247, total_tokens=47845
2025-11-21T02:22:31.994515 | travel_vlogs_208 | chunk 7 | prompt_tokens=23285, candidates_tokens=194, total_tokens=23479
2025-11-21T02:22:43.356864 | travel_vlogs_107 | chunk 0 | prompt_tokens=3117, candidates_tokens=158, total_tokens=3275
2025-11-21T02:22:59.151830 | travel_vlogs_107 | chunk 1 | prompt_tokens=19531, candidates_tokens=174, total_tokens=19705
2025-11-21T02:23:06.279757 | travel_vlogs_107 | chunk 2 | prompt_tokens=6538, candidates_tokens=210, total_tokens=6748
2025-11-21T02:23:21.054193 | travel_vlogs_107 | chunk 3 | prompt_tokens=7412, candidates_tokens=274, total_tokens=7686
2025-11-21T02:23:28.443721 | travel_vlogs_107 | chunk 4 | prompt_tokens=2859, candidates_tokens=154, total_tokens=3013
2025-11-21T02:23:50.369583 | travel_vlogs_107 | chunk 5 | prompt_tokens=13330, candidates_tokens=232, total_tokens=13562
2025-11-21T02:24:07.632083 | travel_vlogs_107 | chunk 6 | prompt_tokens=14229, candidates_tokens=227, total_tokens=14456
2025-11-21T02:24:19.436994 | travel_vlogs_107 | chunk 7 | prompt_tokens=19889, candidates_tokens=215, total_tokens=20104
2025-11-21T02:24:28.922322 | travel_vlogs_107 | chunk 8 | prompt_tokens=10500, candidates_tokens=254, total_tokens=10754
2025-11-21T02:24:37.294724 | travel_vlogs_107 | chunk 9 | prompt_tokens=6821, candidates_tokens=187, total_tokens=7008
2025-11-21T02:24:46.905560 | travel_vlogs_107 | chunk 10 | prompt_tokens=20763, candidates_tokens=287, total_tokens=21050
2025-11-21T02:24:58.631664 | travel_vlogs_107 | chunk 11 | prompt_tokens=12223, candidates_tokens=256, total_tokens=12479
2025-11-21T02:25:05.898911 | travel_vlogs_107 | chunk 12 | prompt_tokens=3117, candidates_tokens=185, total_tokens=3302
2025-11-21T02:25:12.137540 | travel_vlogs_107 | chunk 13 | prompt_tokens=3708, candidates_tokens=197, total_tokens=3905
2025-11-21T02:25:19.738877 | travel_vlogs_155 | chunk 0 | prompt_tokens=4066, candidates_tokens=187, total_tokens=4253
2025-11-21T02:25:25.313237 | travel_vlogs_155 | chunk 1 | prompt_tokens=1211, candidates_tokens=97, total_tokens=1308
2025-11-21T02:25:31.039854 | travel_vlogs_155 | chunk 2 | prompt_tokens=3783, candidates_tokens=113, total_tokens=3896
2025-11-21T02:25:38.758036 | travel_vlogs_155 | chunk 3 | prompt_tokens=3450, candidates_tokens=157, total_tokens=3607
2025-11-21T02:25:54.260554 | travel_vlogs_155 | chunk 4 | prompt_tokens=19323, candidates_tokens=289, total_tokens=19612
2025-11-21T02:26:05.677459 | travel_vlogs_155 | chunk 5 | prompt_tokens=10858, candidates_tokens=398, total_tokens=11256
2025-11-21T02:26:16.981985 | travel_vlogs_155 | chunk 6 | prompt_tokens=9368, candidates_tokens=172, total_tokens=9540
2025-11-21T02:26:27.465973 | travel_vlogs_155 | chunk 7 | prompt_tokens=10475, candidates_tokens=269, total_tokens=10744
2025-11-21T02:26:40.403204 | travel_vlogs_155 | chunk 8 | prompt_tokens=17084, candidates_tokens=182, total_tokens=17266
2025-11-21T02:26:54.120800 | travel_vlogs_155 | chunk 9 | prompt_tokens=15852, candidates_tokens=200, total_tokens=16052
2025-11-21T02:27:08.880158 | travel_vlogs_155 | chunk 10 | prompt_tokens=15311, candidates_tokens=267, total_tokens=15578
2025-11-21T02:27:20.439205 | travel_vlogs_155 | chunk 11 | prompt_tokens=10758, candidates_tokens=187, total_tokens=10945
2025-11-21T02:27:26.675039 | travel_vlogs_155 | chunk 12 | prompt_tokens=3683, candidates_tokens=126, total_tokens=3809
2025-11-21T02:27:32.692101 | travel_vlogs_155 | chunk 13 | prompt_tokens=4299, candidates_tokens=145, total_tokens=4444
2025-11-21T02:27:42.910670 | travel_vlogs_51 | chunk 0 | prompt_tokens=7670, candidates_tokens=193, total_tokens=7863
2025-11-21T02:27:54.222130 | travel_vlogs_51 | chunk 1 | prompt_tokens=16160, candidates_tokens=255, total_tokens=16415
2025-11-21T02:27:59.749599 | travel_vlogs_51 | chunk 2 | prompt_tokens=3425, candidates_tokens=124, total_tokens=3549
2025-11-21T02:28:14.444407 | travel_vlogs_51 | chunk 3 | prompt_tokens=16160, candidates_tokens=273, total_tokens=16433
2025-11-21T02:28:22.271925 | travel_vlogs_51 | chunk 4 | prompt_tokens=5123, candidates_tokens=132, total_tokens=5255
2025-11-21T02:28:34.486082 | travel_vlogs_51 | chunk 5 | prompt_tokens=13921, candidates_tokens=226, total_tokens=14147
2025-11-21T02:28:47.606456 | travel_vlogs_51 | chunk 6 | prompt_tokens=10833, candidates_tokens=194, total_tokens=11027
2025-11-21T02:29:02.978255 | travel_vlogs_51 | chunk 7 | prompt_tokens=21562, candidates_tokens=168, total_tokens=21730
2025-11-21T02:29:21.624697 | travel_vlogs_51 | chunk 8 | prompt_tokens=24084, candidates_tokens=179, total_tokens=24263
2025-11-21T02:29:27.879980 | travel_vlogs_51 | chunk 9 | prompt_tokens=3991, candidates_tokens=202, total_tokens=4193
2025-11-21T02:29:41.709887 | travel_vlogs_51 | chunk 10 | prompt_tokens=30385, candidates_tokens=307, total_tokens=30692
2025-11-21T02:29:52.802219 | travel_vlogs_51 | chunk 11 | prompt_tokens=10242, candidates_tokens=243, total_tokens=10485
2025-11-21T02:29:59.175146 | travel_vlogs_32 | chunk 0 | prompt_tokens=6846, candidates_tokens=194, total_tokens=7040
2025-11-21T02:30:11.727753 | travel_vlogs_32 | chunk 1 | prompt_tokens=10242, candidates_tokens=169, total_tokens=10411
2025-11-21T02:30:21.448019 | travel_vlogs_32 | chunk 2 | prompt_tokens=9726, candidates_tokens=301, total_tokens=10027
2025-11-21T02:30:31.248693 | travel_vlogs_32 | chunk 3 | prompt_tokens=19065, candidates_tokens=258, total_tokens=19323
2025-11-21T02:30:42.974605 | travel_vlogs_32 | chunk 4 | prompt_tokens=12839, candidates_tokens=266, total_tokens=13105
2025-11-21T02:30:53.351738 | travel_vlogs_32 | chunk 5 | prompt_tokens=6796, candidates_tokens=189, total_tokens=6985
2025-11-21T02:31:05.145589 | travel_vlogs_32 | chunk 6 | prompt_tokens=7312, candidates_tokens=216, total_tokens=7528
2025-11-21T02:31:13.524988 | travel_vlogs_32 | chunk 7 | prompt_tokens=8827, candidates_tokens=229, total_tokens=9056
2025-11-21T02:31:22.481755 | travel_vlogs_32 | chunk 8 | prompt_tokens=6022, candidates_tokens=186, total_tokens=6208
2025-11-21T02:31:34.445118 | travel_vlogs_32 | chunk 9 | prompt_tokens=13330, candidates_tokens=322, total_tokens=13652
2025-11-21T02:31:41.843556 | travel_vlogs_32 | chunk 10 | prompt_tokens=1752, candidates_tokens=169, total_tokens=1921
2025-11-21T02:31:53.368207 | travel_vlogs_32 | chunk 11 | prompt_tokens=10758, candidates_tokens=243, total_tokens=11001
2025-11-21T02:32:05.027619 | travel_vlogs_32 | chunk 12 | prompt_tokens=13688, candidates_tokens=285, total_tokens=13973
2025-11-21T02:32:13.119965 | travel_vlogs_75 | chunk 0 | prompt_tokens=3941, candidates_tokens=159, total_tokens=4100
2025-11-21T02:32:24.498378 | travel_vlogs_75 | chunk 1 | prompt_tokens=10833, candidates_tokens=227, total_tokens=11060
2025-11-21T02:32:32.154286 | travel_vlogs_75 | chunk 2 | prompt_tokens=4249, candidates_tokens=122, total_tokens=4371
2025-11-21T02:32:39.601572 | travel_vlogs_75 | chunk 3 | prompt_tokens=8003, candidates_tokens=145, total_tokens=8148
2025-11-21T02:32:47.405069 | travel_vlogs_75 | chunk 4 | prompt_tokens=7362, candidates_tokens=161, total_tokens=7523
2025-11-21T02:32:56.829054 | travel_vlogs_75 | chunk 5 | prompt_tokens=5456, candidates_tokens=167, total_tokens=5623
2025-11-21T02:33:05.962315 | travel_vlogs_75 | chunk 6 | prompt_tokens=7695, candidates_tokens=224, total_tokens=7919
2025-11-21T02:33:16.813766 | travel_vlogs_75 | chunk 7 | prompt_tokens=10733, candidates_tokens=164, total_tokens=10897
2025-11-21T02:33:33.960681 | travel_vlogs_75 | chunk 8 | prompt_tokens=19248, candidates_tokens=186, total_tokens=19434
2025-11-21T02:33:45.635419 | travel_vlogs_75 | chunk 9 | prompt_tokens=18216, candidates_tokens=212, total_tokens=18428
2025-11-21T02:33:57.383267 | travel_vlogs_75 | chunk 10 | prompt_tokens=22078, candidates_tokens=191, total_tokens=22269
2025-11-21T02:34:03.817117 | travel_vlogs_219 | chunk 0 | prompt_tokens=4507, candidates_tokens=195, total_tokens=4702
2025-11-21T02:34:12.369065 | travel_vlogs_219 | chunk 1 | prompt_tokens=8519, candidates_tokens=288, total_tokens=8807
2025-11-21T02:34:19.717322 | travel_vlogs_219 | chunk 2 | prompt_tokens=3142, candidates_tokens=136, total_tokens=3278
2025-11-21T02:34:38.136985 | travel_vlogs_219 | chunk 3 | prompt_tokens=17267, candidates_tokens=217, total_tokens=17484
2025-11-21T02:34:45.216339 | travel_vlogs_219 | chunk 4 | prompt_tokens=10267, candidates_tokens=177, total_tokens=10444
2025-11-21T02:35:00.575881 | travel_vlogs_219 | chunk 5 | prompt_tokens=17292, candidates_tokens=216, total_tokens=17508
2025-11-21T02:35:09.456877 | travel_vlogs_219 | chunk 6 | prompt_tokens=14204, candidates_tokens=212, total_tokens=14416
2025-11-21T02:35:27.734594 | travel_vlogs_219 | chunk 7 | prompt_tokens=26040, candidates_tokens=248, total_tokens=26288
2025-11-21T02:35:42.323890 | travel_vlogs_219 | chunk 8 | prompt_tokens=17059, candidates_tokens=312, total_tokens=17371
2025-11-21T02:35:56.437104 | travel_vlogs_219 | chunk 9 | prompt_tokens=16959, candidates_tokens=262, total_tokens=17221
2025-11-21T02:36:11.998968 | travel_vlogs_26 | chunk 0 | prompt_tokens=12997, candidates_tokens=215, total_tokens=13212
2025-11-21T02:36:24.731999 | travel_vlogs_26 | chunk 1 | prompt_tokens=16751, candidates_tokens=214, total_tokens=16965
2025-11-21T02:36:34.650626 | travel_vlogs_26 | chunk 2 | prompt_tokens=19814, candidates_tokens=156, total_tokens=19970
2025-11-21T02:36:43.098986 | travel_vlogs_26 | chunk 3 | prompt_tokens=5664, candidates_tokens=287, total_tokens=5951
2025-11-21T02:36:50.849370 | travel_vlogs_26 | chunk 4 | prompt_tokens=5198, candidates_tokens=204, total_tokens=5402
2025-11-21T02:37:01.150544 | travel_vlogs_26 | chunk 5 | prompt_tokens=10525, candidates_tokens=183, total_tokens=10708
2025-11-21T02:37:08.203411 | travel_vlogs_26 | chunk 6 | prompt_tokens=9443, candidates_tokens=163, total_tokens=9606
2025-11-21T02:37:19.157957 | travel_vlogs_26 | chunk 7 | prompt_tokens=11041, candidates_tokens=172, total_tokens=11213
2025-11-21T02:37:28.472560 | travel_vlogs_26 | chunk 8 | prompt_tokens=10783, candidates_tokens=148, total_tokens=10931
2025-11-21T02:37:41.137557 | travel_vlogs_26 | chunk 9 | prompt_tokens=18682, candidates_tokens=166, total_tokens=18848
2025-11-21T02:37:53.777789 | travel_vlogs_26 | chunk 10 | prompt_tokens=21254, candidates_tokens=252, total_tokens=21506
2025-11-21T09:02:45.247612 | travel_vlogs_208 | chunk 0 | prompt_tokens=12273, candidates_tokens=257, total_tokens=12530
2025-11-21T09:02:56.029578 | travel_vlogs_208 | chunk 1 | prompt_tokens=10142, candidates_tokens=168, total_tokens=10310
2025-11-21T09:03:07.809317 | travel_vlogs_208 | chunk 2 | prompt_tokens=11399, candidates_tokens=194, total_tokens=11593
2025-11-21T09:03:16.261021 | travel_vlogs_208 | chunk 3 | prompt_tokens=5664, candidates_tokens=119, total_tokens=5783
2025-11-21T09:03:26.100636 | travel_vlogs_208 | chunk 4 | prompt_tokens=6821, candidates_tokens=195, total_tokens=7016
2025-11-21T09:03:40.232405 | travel_vlogs_208 | chunk 5 | prompt_tokens=15927, candidates_tokens=320, total_tokens=16247
2025-11-21T09:04:04.427307 | travel_vlogs_208 | chunk 6 | prompt_tokens=47598, candidates_tokens=294, total_tokens=47892
2025-11-21T09:04:19.010635 | travel_vlogs_208 | chunk 7 | prompt_tokens=23285, candidates_tokens=215, total_tokens=23500
2025-11-21T09:04:34.307310 | travel_vlogs_208 | chunk 9 | prompt_tokens=15952, candidates_tokens=204, total_tokens=16156
2025-11-21T09:04:40.361896 | travel_vlogs_208 | chunk 10 | prompt_tokens=5714, candidates_tokens=178, total_tokens=5892
2025-11-21T09:04:52.785288 | travel_vlogs_208 | chunk 11 | prompt_tokens=13588, candidates_tokens=197, total_tokens=13785
