2025-11-21T17:49:59.571560 | travel_vlogs_130 | chunk 0 | prompt_tokens=19065, candidates_tokens=144, total_tokens=19563
2025-11-21T22:04:16.079486 | travel_vlogs_73 | chunk 14 | prompt_tokens=15827, candidates_tokens=425, total_tokens=17249
2025-11-21T22:04:31.609810 | travel_vlogs_73 | chunk 15 | prompt_tokens=5173, candidates_tokens=188, total_tokens=6270
2025-11-21T22:04:59.135691 | travel_vlogs_73 | chunk 16 | prompt_tokens=16751, candidates_tokens=158, total_tokens=17269
2025-11-21T22:05:16.256199 | travel_vlogs_74 | chunk 0 | prompt_tokens=3942, candidates_tokens=244, total_tokens=4733
2025-11-21T22:05:36.464452 | travel_vlogs_74 | chunk 1 | prompt_tokens=3475, candidates_tokens=241, total_tokens=4360
2025-11-21T22:06:00.404198 | travel_vlogs_74 | chunk 2 | prompt_tokens=4299, candidates_tokens=208, total_tokens=5595
2025-11-21T22:06:43.093943 | travel_vlogs_74 | chunk 3 | prompt_tokens=10833, candidates_tokens=153, total_tokens=11570
2025-11-21T22:07:27.489434 | travel_vlogs_74 | chunk 4 | prompt_tokens=14537, candidates_tokens=381, total_tokens=15850
2025-11-21T22:08:35.265384 | travel_vlogs_74 | chunk 5 | prompt_tokens=24675, candidates_tokens=344, total_tokens=25968
2025-11-21T22:08:57.646166 | travel_vlogs_74 | chunk 6 | prompt_tokens=8657, candidates_tokens=291, total_tokens=9689
2025-11-21T22:09:08.589593 | travel_vlogs_74 | chunk 7 | prompt_tokens=2461, candidates_tokens=189, total_tokens=3111
2025-11-21T22:09:27.395201 | travel_vlogs_74 | chunk 8 | prompt_tokens=3991, candidates_tokens=182, total_tokens=4593
2025-11-21T22:10:29.626467 | travel_vlogs_74 | chunk 9 | prompt_tokens=30204, candidates_tokens=656, total_tokens=32166
2025-11-21T22:10:56.640199 | travel_vlogs_74 | chunk 10 | prompt_tokens=7412, candidates_tokens=168, total_tokens=8009
2025-11-21T22:11:22.705591 | travel_vlogs_74 | chunk 11 | prompt_tokens=7978, candidates_tokens=231, total_tokens=9326
2025-11-21T22:11:51.463385 | travel_vlogs_74 | chunk 12 | prompt_tokens=9160, candidates_tokens=368, total_tokens=10508
2025-11-21T22:12:14.494975 | travel_vlogs_74 | chunk 13 | prompt_tokens=7129, candidates_tokens=236, total_tokens=7885
2025-11-21T22:12:35.996570 | travel_vlogs_74 | chunk 14 | prompt_tokens=4840, candidates_tokens=198, total_tokens=5394
2025-11-21T22:12:46.367692 | travel_vlogs_74 | chunk 15 | prompt_tokens=2318, candidates_tokens=110, total_tokens=2698
2025-11-21T22:12:57.514240 | travel_vlogs_74 | chunk 16 | prompt_tokens=4837, candidates_tokens=178, total_tokens=5609
2025-11-21T22:13:25.175208 | travel_vlogs_74 | chunk 17 | prompt_tokens=13109, candidates_tokens=316, total_tokens=14295
2025-11-21T22:13:46.921809 | travel_vlogs_74 | chunk 18 | prompt_tokens=5639, candidates_tokens=231, total_tokens=6429
2025-11-21T22:14:06.809810 | travel_vlogs_74 | chunk 19 | prompt_tokens=8186, candidates_tokens=250, total_tokens=8745
2025-11-21T22:14:25.285347 | travel_vlogs_151 | chunk 0 | prompt_tokens=10736, candidates_tokens=227, total_tokens=11527
2025-11-21T22:14:53.631038 | travel_vlogs_151 | chunk 1 | prompt_tokens=8727, candidates_tokens=272, total_tokens=9829
2025-11-21T22:15:26.440141 | travel_vlogs_151 | chunk 2 | prompt_tokens=9909, candidates_tokens=184, total_tokens=10844
2025-11-21T22:16:04.525555 | travel_vlogs_151 | chunk 3 | prompt_tokens=18707, candidates_tokens=244, total_tokens=19777
2025-11-21T22:16:28.656097 | travel_vlogs_151 | chunk 4 | prompt_tokens=9934, candidates_tokens=162, total_tokens=10836
2025-11-21T22:16:50.548245 | travel_vlogs_151 | chunk 5 | prompt_tokens=7104, candidates_tokens=152, total_tokens=7726
2025-11-21T22:17:12.418335 | travel_vlogs_151 | chunk 6 | prompt_tokens=9343, candidates_tokens=188, total_tokens=9935
2025-11-21T22:17:38.273965 | travel_vlogs_151 | chunk 7 | prompt_tokens=11607, candidates_tokens=208, total_tokens=12361
2025-11-21T22:18:05.268941 | travel_vlogs_151 | chunk 8 | prompt_tokens=12481, candidates_tokens=222, total_tokens=13433
2025-11-21T22:18:28.376156 | travel_vlogs_151 | chunk 9 | prompt_tokens=17550, candidates_tokens=95, total_tokens=17795
2025-11-21T22:18:48.480562 | travel_vlogs_151 | chunk 10 | prompt_tokens=26068, candidates_tokens=268, total_tokens=26865
2025-11-21T22:19:02.959024 | travel_vlogs_151 | chunk 11 | prompt_tokens=6047, candidates_tokens=229, total_tokens=6934
2025-11-21T22:19:18.387332 | travel_vlogs_164 | chunk 0 | prompt_tokens=6488, candidates_tokens=149, total_tokens=7070
2025-11-21T22:19:27.433610 | travel_vlogs_164 | chunk 1 | prompt_tokens=6592, candidates_tokens=125, total_tokens=7015
2025-11-21T22:19:38.663855 | travel_vlogs_164 | chunk 2 | prompt_tokens=2173, candidates_tokens=253, total_tokens=3549
2025-11-21T22:19:48.434120 | travel_vlogs_164 | chunk 3 | prompt_tokens=5715, candidates_tokens=206, total_tokens=6278
2025-11-21T22:20:16.063534 | travel_vlogs_164 | chunk 4 | prompt_tokens=13946, candidates_tokens=247, total_tokens=15049
2025-11-21T22:20:46.999587 | travel_vlogs_164 | chunk 5 | prompt_tokens=19323, candidates_tokens=363, total_tokens=20910
2025-11-21T22:21:01.386551 | travel_vlogs_164 | chunk 6 | prompt_tokens=3758, candidates_tokens=99, total_tokens=4323
2025-11-21T22:21:25.600339 | travel_vlogs_164 | chunk 7 | prompt_tokens=15458, candidates_tokens=372, total_tokens=16886
2025-11-21T22:21:36.875713 | travel_vlogs_164 | chunk 8 | prompt_tokens=1777, candidates_tokens=129, total_tokens=2324
2025-11-21T22:21:50.825691 | travel_vlogs_164 | chunk 9 | prompt_tokens=3708, candidates_tokens=134, total_tokens=4429
2025-11-21T22:22:10.449171 | travel_vlogs_164 | chunk 10 | prompt_tokens=11399, candidates_tokens=337, total_tokens=12321
2025-11-21T22:22:40.964452 | travel_vlogs_164 | chunk 11 | prompt_tokens=12556, candidates_tokens=319, total_tokens=14309
2025-11-21T22:23:01.392315 | travel_vlogs_164 | chunk 12 | prompt_tokens=13072, candidates_tokens=277, total_tokens=14094
2025-11-21T22:23:23.424387 | travel_vlogs_164 | chunk 13 | prompt_tokens=8093, candidates_tokens=200, total_tokens=8774
2025-11-21T22:23:31.870659 | travel_vlogs_164 | chunk 14 | prompt_tokens=1161, candidates_tokens=137, total_tokens=1528
2025-11-21T22:23:59.908090 | travel_vlogs_164 | chunk 15 | prompt_tokens=19606, candidates_tokens=253, total_tokens=20907
2025-11-21T22:24:24.570651 | travel_vlogs_164 | chunk 16 | prompt_tokens=14820, candidates_tokens=214, total_tokens=15606
2025-11-21T22:24:52.013663 | travel_vlogs_164 | chunk 17 | prompt_tokens=17342, candidates_tokens=312, total_tokens=18077
2025-11-21T22:25:07.973685 | travel_vlogs_51 | chunk 0 | prompt_tokens=7670, candidates_tokens=210, total_tokens=8726
2025-11-21T22:25:45.403563 | travel_vlogs_51 | chunk 1 | prompt_tokens=17805, candidates_tokens=363, total_tokens=19260
2025-11-21T22:25:56.109823 | travel_vlogs_51 | chunk 2 | prompt_tokens=3425, candidates_tokens=190, total_tokens=3949
2025-11-21T22:26:16.371430 | travel_vlogs_51 | chunk 3 | prompt_tokens=16160, candidates_tokens=229, total_tokens=17295
2025-11-21T22:26:51.003014 | travel_vlogs_51 | chunk 4 | prompt_tokens=6593, candidates_tokens=205, total_tokens=7481
2025-11-21T22:27:12.052275 | travel_vlogs_51 | chunk 5 | prompt_tokens=13921, candidates_tokens=259, total_tokens=15003
2025-11-21T22:27:48.375674 | travel_vlogs_51 | chunk 6 | prompt_tokens=11905, candidates_tokens=118, total_tokens=12205
2025-11-21T22:28:16.678206 | travel_vlogs_51 | chunk 7 | prompt_tokens=21562, candidates_tokens=225, total_tokens=22792
2025-11-21T22:28:47.040586 | travel_vlogs_51 | chunk 8 | prompt_tokens=24084, candidates_tokens=290, total_tokens=25168
2025-11-21T22:29:16.331472 | travel_vlogs_51 | chunk 9 | prompt_tokens=5137, candidates_tokens=143, total_tokens=5563
2025-11-21T22:30:08.629911 | travel_vlogs_51 | chunk 10 | prompt_tokens=30385, candidates_tokens=277, total_tokens=31492
2025-11-21T22:30:45.410227 | travel_vlogs_51 | chunk 11 | prompt_tokens=11908, candidates_tokens=231, total_tokens=12599
2025-11-21T22:31:03.170781 | travel_vlogs_132 | chunk 0 | prompt_tokens=5947, candidates_tokens=257, total_tokens=6899
2025-11-21T22:31:35.429297 | travel_vlogs_132 | chunk 1 | prompt_tokens=8683, candidates_tokens=242, total_tokens=9844
2025-11-21T22:31:59.222687 | travel_vlogs_132 | chunk 2 | prompt_tokens=18241, candidates_tokens=378, total_tokens=19079
2025-11-21T22:32:31.666271 | travel_vlogs_132 | chunk 3 | prompt_tokens=7188, candidates_tokens=230, total_tokens=7845
2025-11-21T22:32:49.461735 | travel_vlogs_132 | chunk 4 | prompt_tokens=12739, candidates_tokens=317, total_tokens=13690
2025-11-21T22:32:59.625735 | travel_vlogs_132 | chunk 5 | prompt_tokens=6330, candidates_tokens=152, total_tokens=6776
2025-11-21T22:33:15.146523 | travel_vlogs_132 | chunk 6 | prompt_tokens=10550, candidates_tokens=235, total_tokens=11112
2025-11-21T22:33:39.773861 | travel_vlogs_132 | chunk 7 | prompt_tokens=5720, candidates_tokens=105, total_tokens=6209
2025-11-21T22:34:15.431067 | travel_vlogs_132 | chunk 8 | prompt_tokens=6594, candidates_tokens=155, total_tokens=7045
2025-11-21T22:34:36.479866 | travel_vlogs_132 | chunk 9 | prompt_tokens=7670, candidates_tokens=233, total_tokens=8905
2025-11-21T22:35:12.154496 | travel_vlogs_132 | chunk 10 | prompt_tokens=8370, candidates_tokens=296, total_tokens=9437
2025-11-21T22:35:47.934848 | travel_vlogs_132 | chunk 11 | prompt_tokens=14580, candidates_tokens=278, total_tokens=15255
2025-11-21T22:36:17.033452 | travel_vlogs_132 | chunk 12 | prompt_tokens=5135, candidates_tokens=181, total_tokens=5762
2025-11-21T22:36:40.229227 | travel_vlogs_132 | chunk 13 | prompt_tokens=10009, candidates_tokens=278, total_tokens=11180
2025-11-21T22:37:09.289012 | travel_vlogs_132 | chunk 14 | prompt_tokens=17933, candidates_tokens=414, total_tokens=19874
2025-11-21T22:37:34.647383 | travel_vlogs_132 | chunk 15 | prompt_tokens=23826, candidates_tokens=264, total_tokens=24554
2025-11-21T22:37:47.390415 | travel_vlogs_19 | chunk 0 | prompt_tokens=19015, candidates_tokens=134, total_tokens=19410
2025-11-21T22:38:19.003018 | travel_vlogs_19 | chunk 1 | prompt_tokens=17267, candidates_tokens=283, total_tokens=18470
2025-11-21T22:38:41.103104 | travel_vlogs_19 | chunk 2 | prompt_tokens=20197, candidates_tokens=211, total_tokens=21066
2025-11-21T22:38:59.155185 | travel_vlogs_19 | chunk 3 | prompt_tokens=18474, candidates_tokens=288, total_tokens=19518
2025-11-21T22:39:43.555804 | travel_vlogs_19 | chunk 5 | prompt_tokens=13375, candidates_tokens=265, total_tokens=14113
2025-11-21T22:39:57.414685 | travel_vlogs_19 | chunk 6 | prompt_tokens=12173, candidates_tokens=196, total_tokens=12709
2025-11-21T22:40:10.988170 | travel_vlogs_19 | chunk 7 | prompt_tokens=6280, candidates_tokens=282, total_tokens=7217
2025-11-21T22:40:21.832042 | travel_vlogs_19 | chunk 8 | prompt_tokens=8286, candidates_tokens=164, total_tokens=8719
2025-11-21T22:40:36.662289 | travel_vlogs_19 | chunk 9 | prompt_tokens=4066, candidates_tokens=163, total_tokens=4547
2025-11-21T22:41:12.853507 | travel_vlogs_19 | chunk 10 | prompt_tokens=7780, candidates_tokens=197, total_tokens=8488
2025-11-21T22:41:21.026710 | travel_vlogs_19 | chunk 11 | prompt_tokens=3142, candidates_tokens=174, total_tokens=3714
2025-11-21T22:41:58.782872 | travel_vlogs_19 | chunk 12 | prompt_tokens=17239, candidates_tokens=182, total_tokens=17784
2025-11-21T22:42:17.391928 | travel_vlogs_19 | chunk 13 | prompt_tokens=24134, candidates_tokens=340, total_tokens=24973
2025-11-21T22:42:26.859565 | travel_vlogs_19 | chunk 14 | prompt_tokens=2551, candidates_tokens=176, total_tokens=3055
2025-11-21T22:43:05.670520 | travel_vlogs_26 | chunk 0 | prompt_tokens=15441, candidates_tokens=260, total_tokens=16616
2025-11-21T22:43:23.263945 | travel_vlogs_26 | chunk 1 | prompt_tokens=16751, candidates_tokens=217, total_tokens=17558
2025-11-21T22:43:45.153447 | travel_vlogs_26 | chunk 2 | prompt_tokens=19814, candidates_tokens=186, total_tokens=20594
2025-11-21T22:44:00.032674 | travel_vlogs_26 | chunk 3 | prompt_tokens=5664, candidates_tokens=288, total_tokens=6355
2025-11-21T22:44:12.644984 | travel_vlogs_26 | chunk 4 | prompt_tokens=5198, candidates_tokens=248, total_tokens=6018
2025-11-21T22:44:50.110196 | travel_vlogs_26 | chunk 5 | prompt_tokens=12197, candidates_tokens=271, total_tokens=13020
2025-11-21T22:45:06.636879 | travel_vlogs_26 | chunk 6 | prompt_tokens=9443, candidates_tokens=159, total_tokens=9890
2025-11-21T22:45:18.875145 | travel_vlogs_26 | chunk 7 | prompt_tokens=11041, candidates_tokens=125, total_tokens=11306
2025-11-21T22:46:00.829702 | travel_vlogs_26 | chunk 8 | prompt_tokens=12509, candidates_tokens=99, total_tokens=12964
2025-11-21T22:46:38.794524 | travel_vlogs_26 | chunk 9 | prompt_tokens=21068, candidates_tokens=219, total_tokens=21611
2025-11-21T22:47:02.721168 | travel_vlogs_26 | chunk 10 | prompt_tokens=21254, candidates_tokens=447, total_tokens=22217
2025-11-21T22:47:29.393920 | travel_vlogs_224 | chunk 0 | prompt_tokens=6538, candidates_tokens=472, total_tokens=8123
2025-11-21T22:47:58.008049 | travel_vlogs_224 | chunk 1 | prompt_tokens=6913, candidates_tokens=198, total_tokens=7391
2025-11-21T22:48:15.115325 | travel_vlogs_224 | chunk 2 | prompt_tokens=12431, candidates_tokens=167, total_tokens=13235
2025-11-21T22:48:50.712728 | travel_vlogs_224 | chunk 3 | prompt_tokens=5712, candidates_tokens=154, total_tokens=6273
2025-11-21T22:49:16.526584 | travel_vlogs_224 | chunk 4 | prompt_tokens=6319, candidates_tokens=282, total_tokens=7357
2025-11-21T22:49:48.682427 | travel_vlogs_224 | chunk 5 | prompt_tokens=11017, candidates_tokens=274, total_tokens=11707
2025-11-21T22:50:16.853385 | travel_vlogs_224 | chunk 6 | prompt_tokens=10425, candidates_tokens=303, total_tokens=11966
2025-11-21T22:50:37.869782 | travel_vlogs_224 | chunk 7 | prompt_tokens=10292, candidates_tokens=230, total_tokens=11201
2025-11-21T22:51:06.316105 | travel_vlogs_224 | chunk 8 | prompt_tokens=15569, candidates_tokens=292, total_tokens=16537
2025-11-21T22:51:32.910112 | travel_vlogs_224 | chunk 9 | prompt_tokens=10783, candidates_tokens=292, total_tokens=12357
2025-11-21T22:51:54.143201 | travel_vlogs_224 | chunk 10 | prompt_tokens=10143, candidates_tokens=329, total_tokens=11073
2025-11-21T22:52:07.047844 | travel_vlogs_224 | chunk 11 | prompt_tokens=7928, candidates_tokens=201, total_tokens=8442
2025-11-21T22:52:27.127103 | travel_vlogs_224 | chunk 12 | prompt_tokens=9468, candidates_tokens=311, total_tokens=10627
2025-11-21T22:52:49.878360 | travel_vlogs_224 | chunk 13 | prompt_tokens=22744, candidates_tokens=275, total_tokens=23394
